,title,year,runtime[min],genres,averagerating,numvotes,domestic_gross,foreign_gross,total_gross,genre0,genre1,genre2
848,Snowden,2016,134.0,"Biography,Drama,Thriller",7.3,119149,21600000.0,15700000.0,37300000.0,Biography,Drama,Thriller
849,Chernobyl Diaries,2012,86.0,"Horror,Mystery,Thriller",5.0,60304,18100000.0,19000000.0,37100000.0,Horror,Mystery,Thriller
850,One For The Money,2012,91.0,"Action,Comedy,Crime",5.3,38473,26400000.0,10500000.0,36900000.0,Action,Comedy,Crime
851,Devil'S Due,2014,89.0,"Horror,Mystery,Thriller",4.1,15502,15800000.0,21100000.0,36900000.0,Horror,Mystery,Thriller
852,Burnt,2015,101.0,"Comedy,Drama",6.6,95988,13700000.0,23000000.0,36700000.0,Comedy,Drama,
853,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700,17600000.0,18600000.0,36200000.0,Comedy,Family,
854,A Most Wanted Man,2014,122.0,"Crime,Drama,Thriller",6.8,67914,17200000.0,19000000.0,36200000.0,Crime,Drama,Thriller
855,The Best Of Me,2014,118.0,"Drama,Romance",6.7,59750,26800000.0,9200000.0,36000000.0,Drama,Romance,
856,Jobs,2013,128.0,"Biography,Drama",5.9,88788,16100000.0,19800000.0,35900000.0,Biography,Drama,
857,Dredd,2012,95.0,"Action,Crime,Sci-Fi",7.1,234616,13400000.0,22200000.0,35600000.0,Action,Crime,Sci-Fi
858,Faster,2010,98.0,"Action,Crime,Drama",6.5,93618,23200000.0,12400000.0,35600000.0,Action,Crime,Drama
859,Arbitrage,2012,107.0,"Drama,Thriller",6.6,46774,7900000.0,27600000.0,35500000.0,Drama,Thriller,
860,A Very Harold & Kumar 3D Christmas,2011,90.0,"Adventure,Comedy",6.3,62151,35100000.0,326000.0,35426000.0,Adventure,Comedy,
861,Room,2015,118.0,"Drama,Thriller",8.2,316791,14700000.0,20700000.0,35400000.0,Drama,Thriller,
862,My Week With Marilyn,2011,99.0,"Biography,Drama",7.0,79337,14600000.0,20500000.0,35100000.0,Biography,Drama,
863,The Sitter,2011,81.0,Comedy,5.7,65575,30400000.0,4500000.0,34900000.0,Comedy,,
864,Chimpanzee,2012,78.0,Documentary,7.2,5539,29000000.0,5900000.0,34900000.0,Documentary,,
865,The Hate U Give,2018,133.0,"Crime,Drama",7.3,17583,29700000.0,5200000.0,34900000.0,Crime,Drama,
866,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656,20800000.0,13900000.0,34700000.0,Comedy,Drama,Romance
867,Jane Eyre,2011,120.0,"Drama,Romance",7.4,74998,11200000.0,23500000.0,34700000.0,Drama,Romance,
868,Alex Cross,2012,101.0,"Action,Crime,Mystery",5.1,30951,25900000.0,8700000.0,34600000.0,Action,Crime,Mystery
869,Steve Jobs,2015,122.0,"Biography,Drama",7.2,138668,17800000.0,16700000.0,34500000.0,Biography,Drama,
870,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi",6.0,47492,5800000.0,28500000.0,34300000.0,Drama,Horror,Sci-Fi
871,You Will Meet A Tall Dark Stranger,2010,98.0,"Comedy,Drama,Romance",6.3,41608,3200000.0,31000000.0,34200000.0,Comedy,Drama,Romance
872,The House,2017,88.0,"Comedy,Crime",5.6,33365,25600000.0,8600000.0,34200000.0,Comedy,Crime,
873,Cirque Du Soleil: Worlds Away,2012,91.0,Fantasy,6.8,7643,12500000.0,21600000.0,34100000.0,Fantasy,,
874,Shaolin,2011,131.0,"Action,Drama",6.9,17777,66100.0,33600000.0,33666100.0,Action,Drama,
875,Nobody'S Fool,2018,110.0,"Comedy,Drama,Romance",4.6,3618,31700000.0,1800000.0,33500000.0,Comedy,Drama,Romance
876,Get On Up,2014,139.0,"Biography,Drama,Music",6.9,19024,30700000.0,2700000.0,33400000.0,Biography,Drama,Music
877,The Perks Of Being A Wallflower,2012,103.0,Drama,8.0,422671,17700000.0,15600000.0,33300000.0,Drama,,
878,Project Almanac,2015,106.0,"Drama,Mystery,Sci-Fi",6.4,71500,22300000.0,10900000.0,33200000.0,Drama,Mystery,Sci-Fi
879,Inside Llewyn Davis,2013,104.0,"Drama,Music",7.5,123759,13200000.0,19700000.0,32900000.0,Drama,Music,
880,Sleepless,2017,95.0,"Action,Crime,Thriller",5.6,25827,20800000.0,12100000.0,32900000.0,Action,Crime,Thriller
881,Katy Perry: Part Of Me,2012,93.0,"Documentary,Music",5.9,13034,25300000.0,7400000.0,32700000.0,Documentary,Music,
882,Leap Year,2010,94.0,"Drama,Romance",5.9,2211,25900000.0,6700000.0,32600000.0,Drama,Romance,
883,Leap Year,2010,100.0,"Comedy,Romance",6.5,86125,25900000.0,6700000.0,32600000.0,Comedy,Romance,
884,The November Man,2014,108.0,"Action,Crime,Thriller",6.3,59293,25000000.0,7500000.0,32500000.0,Action,Crime,Thriller
885,Movie 43,2013,94.0,Comedy,4.3,92980,8800000.0,23600000.0,32400000.0,Comedy,,
886,Kevin Hart: Let Me Explain,2013,75.0,"Comedy,Documentary",6.8,7880,32200000.0,74000.0,32274000.0,Comedy,Documentary,
887,Lockout,2012,95.0,"Action,Sci-Fi,Thriller",6.1,89554,14300000.0,17900000.0,32200000.0,Action,Sci-Fi,Thriller
888,You Again,2010,105.0,"Comedy,Family,Romance",5.8,46690,25700000.0,6300000.0,32000000.0,Comedy,Family,Romance
889,Bad Times At The El Royale,2018,141.0,"Crime,Drama,Mystery",7.1,86318,17800000.0,14000000.0,31800000.0,Crime,Drama,Mystery
890,Baaghi 2,2018,137.0,"Action,Thriller",5.0,7344,1300000.0,29900000.0,31200000.0,Action,Thriller,
891,Joyful Noise,2012,118.0,"Comedy,Drama,Music",5.8,7575,30900000.0,226000.0,31126000.0,Comedy,Drama,Music
892,Premium Rush,2012,91.0,"Action,Crime,Thriller",6.5,105279,20300000.0,10800000.0,31100000.0,Action,Crime,Thriller
893,Winter'S Tale,2014,118.0,"Drama,Fantasy,Mystery",6.2,49077,12600000.0,18500000.0,31100000.0,Drama,Fantasy,Mystery
894,Billy Lynn'S Long Halftime Walk,2016,113.0,"Action,Drama,Thriller",6.3,19069,1700000.0,29200000.0,30900000.0,Action,Drama,Thriller
895,The Skin I Live In,2011,120.0,"Drama,Horror,Thriller",7.6,123434,3200000.0,27700000.0,30900000.0,Drama,Horror,Thriller
896,African Cats,2011,89.0,"Adventure,Documentary",7.6,5784,15400000.0,15400000.0,30800000.0,Adventure,Documentary,
897,When The Bough Breaks,2016,107.0,"Crime,Drama,Horror",5.1,4729,29700000.0,911000.0,30611000.0,Crime,Drama,Horror
898,I Don'T Know How She Does It,2011,89.0,"Comedy,Romance",4.9,18552,9700000.0,20900000.0,30600000.0,Comedy,Romance,
899,Don Jon,2013,90.0,"Comedy,Drama,Romance",6.6,216350,24500000.0,6000000.0,30500000.0,Comedy,Drama,Romance
900,Self/Less,2015,117.0,"Action,Mystery,Sci-Fi",6.5,80743,12300000.0,18200000.0,30500000.0,Action,Mystery,Sci-Fi
901,What'S Your Number?,2011,106.0,"Comedy,Romance",6.1,67922,14000000.0,16399999.0,30399999.0,Comedy,Romance,
902,Nocturnal Animals,2016,116.0,"Drama,Thriller",7.5,205240,10700000.0,19600000.0,30300000.0,Drama,Thriller,
903,Far From The Madding Crowd,2015,119.0,"Drama,Romance",7.1,41099,12200000.0,18000000.0,30200000.0,Drama,Romance,
904,Keeping Up With The Joneses,2016,105.0,"Action,Comedy",5.9,51630,14900000.0,15000000.0,29900000.0,Action,Comedy,
905,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",7.4,111737,21100000.0,8700000.0,29800000.0,Biography,Comedy,Drama
906,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578,16000000.0,13600000.0,29600000.0,Crime,Mystery,Thriller
907,Draft Day,2014,110.0,"Drama,Sport",6.8,48812,28800000.0,620000.0,29420000.0,Drama,Sport,
908,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876,23600000.0,5800000.0,29400000.0,Action,Adventure,Crime
909,Rowdy Rathore,2012,140.0,Action,5.9,18953,777000.0,28600000.0,29377000.0,Action,,
910,Big Eyes,2014,106.0,"Biography,Crime,Drama",7.0,77447,14500000.0,14800000.0,29300000.0,Biography,Crime,Drama
911,Mr. Holmes,2015,104.0,"Drama,Mystery",6.9,57976,17700000.0,11600000.0,29300000.0,Drama,Mystery,
912,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203,10700000.0,18200000.0,28900000.0,Action,Fantasy,Thriller
913,Bol Bachchan,2012,155.0,"Action,Comedy,Drama",5.5,7359,1200000.0,27600000.0,28800000.0,Action,Comedy,Drama
914,Ae Dil Hai Mushkil,2016,158.0,"Drama,Music,Musical",5.8,18481,4300000.0,24100000.0,28400000.0,Drama,Music,Musical
915,The Master,2012,138.0,Drama,7.1,131365,16399999.0,11900000.0,28299999.0,Drama,,
916,I Give It A Year,2013,97.0,"Comedy,Romance",5.7,34091,34700.0,28200000.0,28234700.0,Comedy,Romance,
917,Fan,2016,138.0,"Action,Drama,Thriller",7.1,39130,2300000.0,25900000.0,28200000.0,Action,Drama,Thriller
918,The Divine Move,2014,118.0,"Action,Crime",6.7,1701,137000.0,27800000.0,27937000.0,Action,Crime,
919,M.S. Dhoni: The Untold Story,2016,184.0,"Biography,Drama,Sport",7.7,28343,1800000.0,26000000.0,27800000.0,Biography,Drama,Sport
920,Nebraska,2013,115.0,"Adventure,Comedy,Drama",7.7,105304,17700000.0,10000000.0,27700000.0,Adventure,Comedy,Drama
921,A Dangerous Method,2011,99.0,"Biography,Drama,Romance",6.4,93259,5700000.0,21800000.0,27500000.0,Biography,Drama,Romance
922,The Happytime Murders,2018,91.0,"Action,Comedy,Crime",5.3,16988,20700000.0,6800000.0,27500000.0,Action,Comedy,Crime
923,Midnight Sun,2018,91.0,"Drama,Romance",6.6,16220,9600000.0,17800000.0,27400000.0,Drama,Romance,
924,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549,22500000.0,4900000.0,27400000.0,Adventure,Comedy,Fantasy
925,Irrational Man,2015,95.0,"Comedy,Drama",6.6,50303,4000000.0,23400000.0,27400000.0,Comedy,Drama,
926,Mandela: Long Walk To Freedom,2013,141.0,"Biography,Drama,History",7.1,25027,8300000.0,19000000.0,27300000.0,Biography,Drama,History
927,Ramona And Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086,26200000.0,1100000.0,27300000.0,Adventure,Comedy,Family
928,Khumba,2013,85.0,"Adventure,Animation,Family",5.7,4984,1000.0,27200000.0,27201000.0,Adventure,Animation,Family
929,American Ultra,2015,96.0,"Action,Comedy,Sci-Fi",6.1,76769,14400000.0,12700000.0,27100000.0,Action,Comedy,Sci-Fi
930,The Eagle,2011,114.0,"Action,Adventure,Drama",6.2,61475,19500000.0,7600000.0,27100000.0,Action,Adventure,Drama
931,Judwaa 2,2017,145.0,"Action,Comedy",3.9,7136,1400000.0,25500000.0,26900000.0,Action,Comedy,
932,Chips,2017,100.0,"Action,Comedy,Crime",6.0,37029,18600000.0,8199999.0,26799999.0,Action,Comedy,Crime
933,The Bye Bye Man,2017,96.0,"Drama,Fantasy,Horror",4.3,17743,22400000.0,4300000.0,26700000.0,Drama,Fantasy,Horror
934,Dark Skies,2013,97.0,"Horror,Sci-Fi,Thriller",6.3,65754,17400000.0,9000000.0,26400000.0,Horror,Sci-Fi,Thriller
935,Aloha,2015,105.0,"Comedy,Drama,Romance",5.4,54646,21100000.0,5200000.0,26300000.0,Comedy,Drama,Romance
936,The Zookeeper'S Wife,2017,127.0,"Biography,Drama,History",7.0,32056,17600000.0,8600000.0,26200000.0,Biography,Drama,History
937,Top Five,2014,102.0,"Comedy,Romance",6.4,24744,25300000.0,800000.0,26100000.0,Comedy,Romance,
938,The Light Between Oceans,2016,133.0,"Drama,Romance",7.2,46247,12500000.0,13400000.0,25900000.0,Drama,Romance,
939,White Boy Rick,2018,111.0,"Crime,Drama",6.4,16255,24000000.0,1900000.0,25900000.0,Crime,Drama,
940,Rust And Bone,2012,120.0,"Drama,Romance",7.5,58887,2100000.0,23700000.0,25800000.0,Drama,Romance,
941,Only The Brave,2017,134.0,"Action,Biography,Drama",7.7,45482,18300000.0,7400000.0,25700000.0,Action,Biography,Drama
942,Father Figures,2017,113.0,"Adventure,Comedy,Drama",5.5,14373,17500000.0,8100000.0,25600000.0,Adventure,Comedy,Drama
943,Apollo 18,2011,86.0,"Horror,Mystery,Sci-Fi",5.2,51427,17700000.0,7900000.0,25600000.0,Horror,Mystery,Sci-Fi
944,And So It Goes,2014,94.0,"Comedy,Drama,Romance",5.8,11597,15200000.0,10200000.0,25400000.0,Comedy,Drama,Romance
945,Enough Said,2013,93.0,"Comedy,Drama,Romance",7.0,55698,17600000.0,7700000.0,25300000.0,Comedy,Drama,Romance
946,The Brothers Grimsby,2016,83.0,"Action,Adventure,Comedy",6.2,82123,6900000.0,18300000.0,25200000.0,Action,Adventure,Comedy
947,Badrinath Ki Dulhania,2017,139.0,"Comedy,Drama,Romance",6.2,8584,2000000.0,23200000.0,25200000.0,Comedy,Drama,Romance
948,Free State Of Jones,2016,139.0,"Action,Biography,Drama",6.9,45135,20800000.0,4200000.0,25000000.0,Action,Biography,Drama
949,The 33,2015,127.0,"Biography,Drama,History",6.9,32263,12200000.0,12700000.0,24900000.0,Biography,Drama,History
950,A Beautiful Planet,2016,46.0,Documentary,7.4,893,15500000.0,9400000.0,24900000.0,Documentary,,
951,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",5.5,92940,21600000.0,3300000.0,24900000.0,Adventure,Comedy,Fantasy
952,Big Miracle,2012,107.0,"Biography,Drama,Family",6.5,17585,20200000.0,4600000.0,24800000.0,Biography,Drama,Family
953,Capture The Flag,2015,94.0,"Adventure,Animation,Comedy",5.9,3121,6700.0,24600000.0,24606700.0,Adventure,Animation,Comedy
954,God'S Not Dead 2,2016,120.0,Drama,4.4,10311,20800000.0,3700000.0,24500000.0,Drama,,
955,Trance,2013,101.0,"Crime,Drama,Mystery",6.9,104951,2300000.0,21900000.0,24200000.0,Crime,Drama,Mystery
956,The Gunman,2015,115.0,"Action,Crime,Drama",5.8,36053,10700000.0,13500000.0,24200000.0,Action,Crime,Drama
957,Let Me In,2010,116.0,"Drama,Fantasy,Horror",7.1,107012,12100000.0,12000000.0,24100000.0,Drama,Fantasy,Horror
958,A Haunted House 2,2014,86.0,"Comedy,Fantasy",4.7,18085,17300000.0,6600000.0,23900000.0,Comedy,Fantasy,
959,The Rum Diary,2011,119.0,"Comedy,Drama",6.2,94787,13100000.0,10800000.0,23900000.0,Comedy,Drama,
960,Hitchcock,2012,98.0,"Biography,Comedy,Drama",6.8,68315,6000000.0,17600000.0,23600000.0,Biography,Comedy,Drama
961,Middle School: The Worst Years Of My Life,2016,92.0,"Comedy,Family",6.1,6413,20000000.0,3300000.0,23300000.0,Comedy,Family,
962,Warrior,2011,140.0,"Drama,Sport",8.2,403755,13700000.0,9400000.0,23100000.0,Drama,Sport,
963,"Paul, Apostle Of Christ",2018,108.0,"Adventure,Biography,Drama",6.7,5662,17600000.0,5500000.0,23100000.0,Adventure,Biography,Drama
964,Triple 9,2016,115.0,"Crime,Thriller",6.3,60369,12600000.0,10500000.0,23100000.0,Crime,Thriller,
965,Jolly Llb 2,2017,137.0,"Comedy,Drama",7.3,18968,1700000.0,21300000.0,23000000.0,Comedy,Drama,
966,Padmaavat,2018,164.0,"Drama,History,Romance",7.0,23376,11800000.0,11100000.0,22900000.0,Drama,History,Romance
967,Young Adult,2011,94.0,"Comedy,Drama",6.3,74071,16300000.0,6600000.0,22900000.0,Comedy,Drama,
968,Captain Fantastic,2016,118.0,"Comedy,Drama",7.9,159329,5900000.0,16900000.0,22800000.0,Comedy,Drama,
969,Live By Night,2016,129.0,"Action,Crime,Drama",6.4,47243,10400000.0,12300000.0,22700000.0,Action,Crime,Drama
970,Julieta,2016,99.0,"Drama,Mystery,Romance",7.1,24556,1500000.0,21000000.0,22500000.0,Drama,Mystery,Romance
971,Baggage Claim,2013,96.0,Comedy,5.1,8296,21600000.0,887000.0,22487000.0,Comedy,,
972,Fifty Shades Of Black,2016,92.0,Comedy,3.5,17189,11700000.0,10500000.0,22200000.0,Comedy,,
973,Mr. Turner,2014,150.0,"Biography,Drama,History",6.8,22661,4000000.0,18200000.0,22200000.0,Biography,Drama,History
974,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387,18500000.0,3600000.0,22100000.0,Comedy,Drama,
975,The Glass Castle,2017,127.0,"Biography,Drama",7.2,23580,17300000.0,4600000.0,21900000.0,Biography,Drama,
976,Go Away Mr. Tumor,2015,85.0,"Comedy,Romance",6.6,878,287000.0,21500000.0,21787000.0,Comedy,Romance,
977,Proud Mary,2018,89.0,"Action,Crime,Drama",4.9,6805,20900000.0,876000.0,21776000.0,Action,Crime,Drama
978,Diana,2013,113.0,"Biography,Drama,Romance",5.5,17608,335000.0,21400000.0,21735000.0,Biography,Drama,Romance
979,Wanderlust,2012,98.0,"Comedy,Romance",5.6,69081,17500000.0,4200000.0,21700000.0,Comedy,Romance,
980,Just Wright,2010,100.0,"Comedy,Romance,Sport",5.9,12466,21500000.0,29900.0,21529900.0,Comedy,Romance,Sport
981,Our Family Wedding,2010,103.0,"Comedy,Romance",4.9,6417,20300000.0,1200000.0,21500000.0,Comedy,Romance,
982,The Great Beauty,2013,141.0,Drama,7.8,72297,2900000.0,18500000.0,21400000.0,Drama,,
983,Bears,2014,78.0,Documentary,7.4,5948,17800000.0,3500000.0,21300000.0,Documentary,,
984,Beasts Of The Southern Wild,2012,93.0,"Adventure,Drama,Fantasy",7.3,77440,12800000.0,8300000.0,21100000.0,Adventure,Drama,Fantasy
985,Yves Saint Laurent,2014,106.0,"Biography,Drama",6.2,10311,724000.0,20300000.0,21024000.0,Biography,Drama,
986,My Soul To Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381,14700000.0,6200000.0,20900000.0,Horror,Mystery,Thriller
987,Superfly,2018,116.0,"Action,Crime,Thriller",5.0,4753,20500000.0,236000.0,20736000.0,Action,Crime,Thriller
988,Sword Art Online: The Movie - Ordinal Scale,2017,119.0,"Action,Adventure,Animation",7.4,4477,1500000.0,19200000.0,20700000.0,Action,Adventure,Animation
989,If Beale Street Could Talk,2018,119.0,"Drama,Romance",7.2,25512,14900000.0,5700000.0,20600000.0,Drama,Romance,
990,Country Strong,2010,117.0,"Drama,Music",6.3,16296,20200000.0,310000.0,20510000.0,Drama,Music,
991,Burn The Stage: The Movie,2018,84.0,"Documentary,Music",8.8,2067,4200000.0,16100000.0,20300000.0,Documentary,Music,
992,A Separation,2011,123.0,"Drama,Thriller",8.3,197684,7100000.0,12800000.0,19900000.0,Drama,Thriller,
993,Amour,2012,127.0,"Drama,Romance",7.9,84960,6700000.0,13100000.0,19800000.0,Drama,Romance,
994,Another Year,2010,129.0,"Comedy,Drama",7.3,26273,3200000.0,16500000.0,19700000.0,Comedy,Drama,
995,The Man With The Iron Fists,2012,95.0,Action,5.4,58185,15600000.0,4099999.0,19699999.0,Action,,
996,The Guard,2011,96.0,"Comedy,Crime,Thriller",7.3,75183,5400000.0,14200000.0,19600000.0,Comedy,Crime,Thriller
997,Margin Call,2011,107.0,"Drama,Thriller",7.1,107264,5400000.0,14200000.0,19600000.0,Drama,Thriller,
998,Blackhat,2015,133.0,"Action,Crime,Thriller",5.4,48427,8000000.0,11600000.0,19600000.0,Action,Crime,Thriller
999,Seven Psychopaths,2012,110.0,"Comedy,Crime",7.2,223493,15000000.0,4400000.0,19400000.0,Comedy,Crime,
1000,It Comes At Night,2017,91.0,"Horror,Mystery",6.2,69039,14000000.0,5300000.0,19300000.0,Horror,Mystery,
1001,Buried,2010,95.0,"Drama,Mystery,Thriller",7.0,139426,1000000.0,18100000.0,19100000.0,Drama,Mystery,Thriller
1002,The Bling Ring,2013,90.0,"Biography,Crime,Drama",5.6,77726,5800000.0,13300000.0,19100000.0,Biography,Crime,Drama
1003,The Edge Of Seventeen,2016,104.0,"Comedy,Drama",7.3,87602,14400000.0,4400000.0,18800000.0,Comedy,Drama,
1004,Detective K: Secret Of The Living Dead,2018,120.0,"Comedy,Crime",6.1,269,104000.0,18500000.0,18604000.0,Comedy,Crime,
1005,The Drop,2014,106.0,"Crime,Drama",7.1,132161,10700000.0,7900000.0,18600000.0,Crime,Drama,
1006,Repo Men,2010,111.0,"Action,Crime,Sci-Fi",6.3,96144,13800000.0,4600000.0,18400000.0,Action,Crime,Sci-Fi
1007,Hell Fest,2018,89.0,Horror,5.5,8662,11100000.0,7100000.0,18200000.0,Horror,,
1008,Gone,2012,50.0,Drama,6.6,7,11700000.0,6400000.0,18100000.0,Drama,,
1009,Gone,2012,94.0,"Action,Adventure,Drama",5.9,39482,11700000.0,6400000.0,18100000.0,Action,Adventure,Drama
1010,Dead Man Down,2013,118.0,"Action,Crime,Drama",6.5,61238,10900000.0,7200000.0,18100000.0,Action,Crime,Drama
1011,Dope,2015,103.0,"Comedy,Crime,Drama",7.2,76557,17500000.0,480000.0,17980000.0,Comedy,Crime,Drama
1012,The Quiet Ones,2014,98.0,"Horror,Mystery,Thriller",5.1,17967,8500000.0,9300000.0,17800000.0,Horror,Mystery,Thriller
1013,Shame,2011,101.0,Drama,7.2,171353,3900000.0,13800000.0,17700000.0,Drama,,
1014,The Case For Christ,2017,112.0,"Biography,Drama",6.2,6495,14700000.0,3000000.0,17700000.0,Biography,Drama,
1015,Neerja,2016,122.0,"Biography,Drama,Thriller",7.7,18420,1600000.0,16000000.0,17600000.0,Biography,Drama,Thriller
1016,Fruitvale Station,2013,85.0,"Biography,Drama,Romance",7.5,68187,16100000.0,1300000.0,17400000.0,Biography,Drama,Romance
1017,Monkey Kingdom,2015,81.0,Documentary,7.3,3400,16399999.0,711000.0,17110999.0,Documentary,,
1018,The Cold Light Of Day,2012,93.0,"Action,Thriller",4.9,33039,3800000.0,13100000.0,16900000.0,Action,Thriller,
1019,Hoodwinked Too! Hood Vs. Evil,2011,86.0,"Animation,Comedy,Crime",4.8,11281,10100000.0,6800000.0,16900000.0,Animation,Comedy,Crime
1020,The Pyramid,2014,89.0,"Action,Adventure,Horror",4.6,21364,2800000.0,14100000.0,16900000.0,Action,Adventure,Horror
1021,Calvary,2014,102.0,Drama,7.4,52266,3600000.0,13300000.0,16900000.0,Drama,,
1022,Delhi Belly,2011,103.0,"Action,Comedy,Crime",7.6,24622,1500000.0,15200000.0,16700000.0,Action,Comedy,Crime
1023,Battle Of The Year,2013,110.0,"Drama,Music",5.1,8769,8900000.0,7700000.0,16600000.0,Drama,Music,
1024,Pride And Prejudice And Zombies,2016,108.0,"Action,Comedy,Horror",5.8,46187,10900000.0,5500000.0,16400000.0,Action,Comedy,Horror
1025,The Nutcracker In 3D,2010,110.0,"Action,Family,Fantasy",4.3,3119,195000.0,16000000.0,16195000.0,Action,Family,Fantasy
1026,Scouts Guide To The Zombie Apocalypse,2015,93.0,"Action,Comedy,Horror",6.3,40479,3700000.0,12400000.0,16100000.0,Action,Comedy,Horror
1027,Suffragette,2015,106.0,"Biography,Drama,History",6.9,34306,4700000.0,11300000.0,16000000.0,Biography,Drama,History
1028,Sea Rex 3D: Journey To A Prehistoric World,2010,41.0,Documentary,6.9,364,6100000.0,9900000.0,16000000.0,Documentary,,
1029,Wonder Wheel,2017,101.0,Drama,6.2,19782,1400000.0,14500000.0,15900000.0,Drama,,
1030,Melancholia,2011,135.0,"Drama,Sci-Fi",7.2,153434,3000000.0,12900000.0,15900000.0,Drama,Sci-Fi,
1031,I Hate Luv Storys,2010,129.0,"Comedy,Drama,Romance",5.7,6921,848000.0,14900000.0,15748000.0,Comedy,Drama,Romance
1032,Judy Moody And The Not Bummer Summer,2011,91.0,"Comedy,Family",4.3,2674,15000000.0,678000.0,15678000.0,Comedy,Family,
1033,Out Of The Furnace,2013,116.0,"Crime,Drama,Thriller",6.8,99037,11300000.0,4300000.0,15600000.0,Crime,Drama,Thriller
1034,Anonymous,2011,130.0,"Drama,Thriller",6.9,37932,4500000.0,10900000.0,15400000.0,Drama,Thriller,
1035,Before I Go To Sleep,2014,92.0,"Drama,Horror,Mystery",6.3,64684,3200000.0,12200000.0,15400000.0,Drama,Horror,Mystery
1036,Vampire Academy,2014,104.0,"Action,Comedy,Drama",5.5,49328,7800000.0,7600000.0,15400000.0,Action,Comedy,Drama
1037,Extraordinary Measures,2010,106.0,Drama,6.5,15673,12100000.0,3100000.0,15200000.0,Drama,,
1038,Unfriended: Dark Web,2018,92.0,"Crime,Horror,Mystery",5.9,13822,8900000.0,6300000.0,15200000.0,Crime,Horror,Mystery
1039,Machete Kills,2013,107.0,"Action,Crime,Sci-Fi",5.6,69968,8000000.0,7000000.0,15000000.0,Action,Crime,Sci-Fi
1040,Gold,2017,103.0,"Adventure,Drama,History",5.6,1103,7200000.0,7700000.0,14900000.0,Adventure,Drama,History
1041,The Space Between Us,2017,120.0,"Adventure,Drama,Romance",6.4,41031,7900000.0,6900000.0,14800000.0,Adventure,Drama,Romance
1042,Inherent Vice,2014,148.0,"Comedy,Crime,Drama",6.7,83346,8100000.0,6600000.0,14700000.0,Comedy,Crime,Drama
1043,Sword Master,2016,108.0,"Action,Drama",6.1,1805,75500.0,14600000.0,14675500.0,Action,Drama,
1044,Pina,2011,103.0,"Documentary,Music",7.7,13501,3500000.0,11100000.0,14600000.0,Documentary,Music,
1045,Hit And Run,2012,100.0,"Action,Comedy",6.1,32414,13700000.0,704000.0,14404000.0,Action,Comedy,
1046,Do You Believe?,2015,120.0,Drama,6.1,6462,13000000.0,1400000.0,14400000.0,Drama,,
1047,Upgrade,2018,100.0,"Action,Sci-Fi,Thriller",7.6,104978,12000000.0,2400000.0,14400000.0,Action,Sci-Fi,Thriller
1048,Unfinished Business,2015,91.0,"Comedy,Drama",5.4,29004,10200000.0,4200000.0,14400000.0,Comedy,Drama,
1049,Unsane,2018,98.0,"Drama,Horror,Mystery",6.4,32049,7700000.0,6600000.0,14300000.0,Drama,Horror,Mystery
1050,The Other Side Of The Door,2016,96.0,Horror,5.3,15813,3000000.0,11300000.0,14300000.0,Horror,,
1051,Journey To The South Pacific,2013,40.0,Documentary,6.5,145,7600000.0,6500000.0,14100000.0,Documentary,,
1052,Somewhere,2010,97.0,"Comedy,Drama",6.3,40250,1800000.0,12200000.0,14000000.0,Comedy,Drama,
1053,Paranoia,2013,106.0,"Drama,Thriller",5.7,33149,7400000.0,6400000.0,13800000.0,Drama,Thriller,
1054,Winter'S Bone,2010,100.0,"Drama,Mystery",7.2,127751,6500000.0,7300000.0,13800000.0,Drama,Mystery,
1055,All Is Lost,2013,106.0,"Action,Adventure,Drama",6.9,70888,6300000.0,7400000.0,13700000.0,Action,Adventure,Drama
1056,Strange Magic,2015,99.0,"Adventure,Animation,Comedy",5.8,9292,12400000.0,1200000.0,13600000.0,Adventure,Animation,Comedy
1057,Sing Street,2016,106.0,"Comedy,Drama,Music",8.0,74651,3200000.0,10400000.0,13600000.0,Comedy,Drama,Music
1058,The Two Faces Of January,2014,96.0,"Romance,Thriller",6.2,27542,507000.0,13000000.0,13507000.0,Romance,Thriller,
1059,The Words,2012,102.0,"Drama,Mystery,Romance",7.1,70308,11500000.0,1700000.0,13200000.0,Drama,Mystery,Romance
1060,"Roman J. Israel, Esq.",2017,122.0,"Crime,Drama,Thriller",6.4,23632,12000000.0,1100000.0,13100000.0,Crime,Drama,Thriller
1061,Shut In,2016,91.0,"Drama,Mystery,Thriller",4.7,11030,6900000.0,6200000.0,13100000.0,Drama,Mystery,Thriller
1062,The Sisters Brothers,2018,122.0,"Adventure,Comedy,Crime",7.0,32135,3100000.0,10000000.0,13100000.0,Adventure,Comedy,Crime
