,title,year,runtime[min],genres,averagerating,numvotes,domestic_gross,foreign_gross,total_gross,genre0,genre1,genre2
424,Zero Dark Thirty,2012,157.0,"Drama,Thriller",7.4,251072,95700000.0,37100000.0,132800000.0,Drama,Thriller,
425,A Wrinkle In Time,2018,109.0,"Adventure,Family,Fantasy",4.2,34888,100500000.0,32200000.0,132700000.0,Adventure,Family,Fantasy
426,2 Guns,2013,109.0,"Action,Comedy,Crime",6.7,182025,75600000.0,56300000.0,131900000.0,Action,Comedy,Crime
427,The House With A Clock In Its Walls,2018,105.0,"Comedy,Fantasy,Horror",6.0,32995,68500000.0,62900000.0,131400000.0,Comedy,Fantasy,Horror
428,Unknown,2011,113.0,"Action,Mystery,Thriller",6.9,235167,63700000.0,67099999.0,130799999.0,Action,Mystery,Thriller
429,A Bad Moms Christmas,2017,104.0,"Adventure,Comedy",5.5,33056,72100000.0,58400000.0,130500000.0,Adventure,Comedy,
430,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",7.4,326473,27100000.0,103400000.0,130500000.0,Action,Drama,Mystery
431,The Fighter,2010,116.0,"Biography,Drama,Sport",7.8,316539,93600000.0,35600000.0,129200000.0,Biography,Drama,Sport
432,Pan,2015,111.0,"Adventure,Comedy,Family",5.8,55867,35100000.0,93300000.0,128400000.0,Adventure,Comedy,Family
433,Blended,2014,117.0,"Comedy,Romance",6.5,106491,46300000.0,81700000.0,128000000.0,Comedy,Romance,
434,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,62500000.0,65400000.0,127900000.0,Romance,Sci-Fi,Thriller
435,The Woman In Black,2012,95.0,"Drama,Fantasy,Horror",6.4,165357,54300000.0,73400000.0,127700000.0,Drama,Fantasy,Horror
436,Predators,2010,107.0,"Action,Adventure,Sci-Fi",6.4,199764,52000000.0,75200000.0,127200000.0,Action,Adventure,Sci-Fi
437,This Is The End,2013,107.0,"Comedy,Fantasy",6.6,360556,101500000.0,24600000.0,126100000.0,Comedy,Fantasy,
438,Sex Tape,2014,94.0,"Comedy,Romance",5.1,100520,38500000.0,87500000.0,126000000.0,Comedy,Romance,
439,Wolf Totem,2015,121.0,"Adventure,Drama",6.7,5039,211000.0,125600000.0,125811000.0,Adventure,Drama,
440,Mechanic: Resurrection,2016,98.0,"Action,Adventure,Thriller",5.7,67275,21200000.0,104500000.0,125700000.0,Action,Adventure,Thriller
441,Ender'S Game,2013,114.0,"Action,Adventure,Fantasy",6.6,211722,61700000.0,63800000.0,125500000.0,Action,Adventure,Fantasy
442,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy",6.2,21903,73900000.0,51600000.0,125500000.0,Action,Animation,Comedy
443,Happy Death Day,2017,96.0,"Horror,Mystery,Thriller",6.5,87132,55700000.0,69800000.0,125500000.0,Horror,Mystery,Thriller
444,Ride Along 2,2016,102.0,"Action,Comedy,Crime",5.9,48688,91200000.0,33400000.0,124600000.0,Action,Comedy,Crime
445,The Theory Of Everything,2014,123.0,"Biography,Drama,Romance",7.7,361534,35900000.0,87800000.0,123700000.0,Biography,Drama,Romance
446,The Pirates! Band Of Misfits,2012,88.0,"Adventure,Animation,Comedy",6.7,41958,31100000.0,92000000.0,123100000.0,Adventure,Animation,Comedy
447,The Lego Ninjago Movie,2017,101.0,"Action,Adventure,Animation",6.0,18926,59300000.0,63800000.0,123100000.0,Action,Adventure,Animation
448,Magic Mike Xxl,2015,115.0,"Comedy,Drama,Music",5.6,48497,66000000.0,56500000.0,122500000.0,Comedy,Drama,Music
449,Prisoners,2013,153.0,"Crime,Drama,Mystery",8.1,526273,61000000.0,61100000.0,122100000.0,Crime,Drama,Mystery
450,Deepwater Horizon,2016,107.0,"Action,Drama,History",7.1,133303,61400000.0,60400000.0,121800000.0,Action,Drama,History
451,Dragon Blade,2015,127.0,"Action,Adventure,Drama",6.0,16672,74100.0,121500000.0,121574100.0,Action,Adventure,Drama
452,The Nut Job,2014,85.0,"Adventure,Animation,Comedy",5.7,24587,64300000.0,56600000.0,120900000.0,Adventure,Animation,Comedy
453,Instant Family,2018,118.0,"Comedy,Drama",7.4,46728,67400000.0,53200000.0,120600000.0,Comedy,Drama,
454,We Bought A Zoo,2011,124.0,"Comedy,Drama,Family",7.1,126849,75600000.0,44500000.0,120100000.0,Comedy,Drama,Family
455,The Commuter,2018,105.0,"Action,Mystery,Thriller",6.3,83114,36300000.0,83600000.0,119900000.0,Action,Mystery,Thriller
456,Parental Guidance,2012,105.0,"Comedy,Family",6.1,23711,77300000.0,42500000.0,119800000.0,Comedy,Family,
457,Allied,2016,124.0,"Action,Drama,Romance",7.1,125741,40100000.0,79400000.0,119500000.0,Action,Drama,Romance
458,The Shallows,2016,86.0,"Drama,Horror,Thriller",6.3,106927,55100000.0,64000000.0,119100000.0,Drama,Horror,Thriller
459,The Purge: Election Year,2016,108.0,"Action,Horror,Sci-Fi",6.0,80254,79200000.0,39400000.0,118600000.0,Action,Horror,Sci-Fi
460,Why Him?,2016,111.0,Comedy,6.2,89628,60300000.0,57800000.0,118100000.0,Comedy,,
461,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",7.5,140678,83300000.0,34600000.0,117900000.0,Biography,Comedy,Drama
462,Pompeii,2014,105.0,"Action,Adventure,Drama",5.5,100467,23200000.0,94600000.0,117800000.0,Action,Adventure,Drama
463,Game Night,2018,100.0,"Action,Comedy,Crime",7.0,163279,69200000.0,48500000.0,117700000.0,Action,Comedy,Crime
464,Water For Elephants,2011,120.0,"Drama,Romance",6.9,105812,58700000.0,58400000.0,117100000.0,Drama,Romance,
465,Warm Bodies,2013,98.0,"Comedy,Horror,Romance",6.9,208709,66400000.0,50600000.0,117000000.0,Comedy,Horror,Romance
466,Abraham Lincoln: Vampire Hunter,2012,105.0,"Action,Fantasy,Horror",5.9,142853,37500000.0,79000000.0,116500000.0,Action,Fantasy,Horror
467,Personal Tailor,2013,118.0,"Comedy,Drama",5.2,1008,376000.0,115800000.0,116176000.0,Comedy,Drama,
468,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",7.2,256565,65000000.0,50300000.0,115300000.0,Comedy,Music,Romance
469,The Monkey King 3,2018,114.0,"Action,Adventure,Fantasy",5.5,973,187000.0,114900000.0,115087000.0,Action,Adventure,Fantasy
470,Dear John,2010,108.0,"Drama,Romance,War",6.3,128657,80000000.0,35000000.0,115000000.0,Drama,Romance,War
471,The Iron Lady,2011,105.0,"Biography,Drama",6.4,96066,30000000.0,84900000.0,114900000.0,Biography,Drama,
472,Office Christmas Party,2016,105.0,Comedy,5.8,59253,54800000.0,59700000.0,114500000.0,Comedy,,
473,Hope Springs,2012,100.0,"Comedy,Drama,Romance",6.3,38667,63500000.0,50700000.0,114200000.0,Comedy,Drama,Romance
474,The Dark Tower,2017,95.0,"Action,Adventure,Fantasy",5.7,107518,50700000.0,62500000.0,113200000.0,Action,Adventure,Fantasy
475,Cats & Dogs: The Revenge Of Kitty Galore,2010,82.0,"Action,Comedy,Family",4.3,12642,43600000.0,68900000.0,112500000.0,Action,Comedy,Family
476,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939,60000000.0,52400000.0,112400000.0,Comedy,Family,Fantasy
477,How To Be Single,2016,110.0,"Comedy,Drama,Romance",6.1,74329,46800000.0,65500000.0,112300000.0,Comedy,Drama,Romance
478,The Purge: Anarchy,2014,103.0,"Action,Horror,Sci-Fi",6.5,126203,72000000.0,40000000.0,112000000.0,Action,Horror,Sci-Fi
479,Get Hard,2015,100.0,"Comedy,Crime",6.0,111187,90400000.0,21400000.0,111800000.0,Comedy,Crime,
480,Free Birds,2013,91.0,"Adventure,Animation,Comedy",5.9,20934,55800000.0,54600000.0,110400000.0,Adventure,Animation,Comedy
481,10 Cloverfield Lane,2016,103.0,"Drama,Horror,Mystery",7.2,260383,72100000.0,38100000.0,110200000.0,Drama,Horror,Mystery
482,Moneyball,2011,133.0,"Biography,Drama,Sport",7.6,326657,75600000.0,34600000.0,110200000.0,Biography,Drama,Sport
483,The 5Th Wave,2016,112.0,"Action,Adventure,Drama",5.2,90788,34900000.0,75000000.0,109900000.0,Action,Adventure,Drama
484,The Man From U.N.C.L.E.,2015,116.0,"Action,Adventure,Comedy",7.3,240606,45400000.0,64400000.0,109800000.0,Action,Adventure,Comedy
485,Buddies In India,2017,99.0,"Action,Comedy",3.7,221,293000.0,109300000.0,109593000.0,Action,Comedy,
486,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",6.8,50763,50800000.0,58400000.0,109200000.0,Adventure,Animation,Comedy
487,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318,23200000.0,85400000.0,108600000.0,Adventure,Drama,Thriller
488,Neighbors 2: Sorority Rising,2016,92.0,Comedy,5.7,102793,55500000.0,52600000.0,108100000.0,Comedy,,
489,Horrible Bosses 2,2014,108.0,"Comedy,Crime",6.3,144442,54400000.0,53200000.0,107600000.0,Comedy,Crime,
490,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",4.4,30828,71000000.0,36600000.0,107600000.0,Action,Comedy,Crime
491,Paranorman,2012,92.0,"Adventure,Animation,Comedy",7.0,87250,56000000.0,51100000.0,107100000.0,Adventure,Animation,Comedy
492,Shaun The Sheep Movie,2015,85.0,"Adventure,Animation,Comedy",7.4,32935,19400000.0,86800000.0,106200000.0,Adventure,Animation,Comedy
493,First Man,2018,141.0,"Biography,Drama,History",7.4,120009,44900000.0,60800000.0,105700000.0,Biography,Drama,History
494,Life As We Know It,2010,114.0,"Comedy,Drama,Romance",6.6,113077,53400000.0,52300000.0,105700000.0,Comedy,Drama,Romance
495,Gangster Squad,2013,113.0,"Action,Crime,Drama",6.7,195560,46000000.0,59200000.0,105200000.0,Action,Crime,Drama
496,Hereafter,2010,129.0,"Drama,Fantasy,Romance",6.5,87288,32700000.0,72500000.0,105200000.0,Drama,Fantasy,Romance
497,Sisters,2015,118.0,Comedy,6.0,58994,87000000.0,18000000.0,105000000.0,Comedy,,
498,Vacation,2015,99.0,"Adventure,Comedy",6.1,87582,58900000.0,46000000.0,104900000.0,Adventure,Comedy,
499,The Campaign,2012,85.0,Comedy,6.1,118678,86900000.0,18000000.0,104900000.0,Comedy,,
500,Ouija,2014,89.0,"Horror,Mystery,Thriller",4.5,44054,50900000.0,52700000.0,103600000.0,Horror,Mystery,Thriller
501,Jigsaw,2017,92.0,"Crime,Horror,Mystery",5.8,57184,38100000.0,64900000.0,103000000.0,Crime,Horror,Mystery
502,Transcendence,2014,119.0,"Action,Drama,Sci-Fi",6.3,204481,23000000.0,80000000.0,103000000.0,Action,Drama,Sci-Fi
503,Project X,2012,88.0,Comedy,6.7,177782,54700000.0,48000000.0,102700000.0,Comedy,,
504,Chappie,2015,120.0,"Action,Crime,Drama",6.8,213733,31600000.0,70500000.0,102100000.0,Action,Crime,Drama
505,The Devil Inside,2012,83.0,Horror,4.2,33522,53300000.0,48500000.0,101800000.0,Horror,,
506,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",2014,81.0,"Comedy,Family",6.2,37325,67000000.0,34400000.0,101400000.0,Comedy,Family,
507,Heaven Is For Real,2014,99.0,"Biography,Drama,Family",5.8,24267,91400000.0,9900000.0,101300000.0,Biography,Drama,Family
508,Joy,2015,124.0,Drama,6.6,118086,56500000.0,44700000.0,101200000.0,Drama,,
509,Tammy,2014,97.0,"Comedy,Romance",4.9,44345,84500000.0,16000000.0,100500000.0,Comedy,Romance,
510,Philomena,2013,98.0,"Biography,Comedy,Drama",7.6,88704,37700000.0,62400000.0,100100000.0,Biography,Comedy,Drama
511,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller",6.7,150407,51700000.0,48300000.0,100000000.0,Action,Mystery,Thriller
512,Black Mass,2015,123.0,"Biography,Crime,Drama",6.9,155847,62600000.0,37200000.0,99800000.0,Biography,Crime,Drama
513,The Lucky One,2012,101.0,"Drama,Romance",6.5,94359,60500000.0,38900000.0,99400000.0,Drama,Romance,
514,Instructions Not Included,2013,115.0,"Comedy,Drama",7.6,26866,44500000.0,54600000.0,99100000.0,Comedy,Drama,
515,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music",1.6,74978,73000000.0,26000000.0,99000000.0,Documentary,Music,
516,The Visit,2015,94.0,"Horror,Mystery,Thriller",6.2,102459,65200000.0,33200000.0,98400000.0,Horror,Mystery,Thriller
517,Spotlight,2015,99.0,Drama,8.0,12,45100000.0,53200000.0,98300000.0,Drama,,
518,Spotlight,2015,129.0,"Crime,Drama",8.1,365110,45100000.0,53200000.0,98300000.0,Crime,Drama,
519,Riddick,2013,119.0,"Action,Adventure,Sci-Fi",6.4,144821,42000000.0,56300000.0,98300000.0,Action,Adventure,Sci-Fi
520,Alpha,2018,96.0,"Adventure,Drama,Family",6.7,41882,35900000.0,62300000.0,98200000.0,Adventure,Drama,Family
521,Killers,2010,100.0,"Action,Comedy,Romance",5.4,82237,47100000.0,51100000.0,98200000.0,Action,Comedy,Romance
522,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567,37400000.0,60600000.0,98000000.0,Adventure,Comedy,Sci-Fi
523,A Simple Favor,2018,117.0,"Comedy,Crime,Drama",6.9,83338,53500000.0,44100000.0,97600000.0,Comedy,Crime,Drama
524,Safe Haven,2013,115.0,"Drama,Romance,Thriller",6.7,97055,71300000.0,26200000.0,97500000.0,Drama,Romance,Thriller
525,Blue Jasmine,2013,98.0,Drama,7.3,179453,33400000.0,64099999.0,97499999.0,Drama,,
526,Scream 4,2011,111.0,"Horror,Mystery",6.2,118779,38200000.0,59000000.0,97200000.0,Horror,Mystery,
527,The Shack,2017,132.0,"Drama,Fantasy",6.3,26065,57400000.0,39600000.0,97000000.0,Drama,Fantasy,
528,Kick-Ass,2010,117.0,"Action,Comedy",7.6,497363,48100000.0,48100000.0,96200000.0,Action,Comedy,
529,Contraband,2012,109.0,"Action,Crime,Drama",6.5,111709,66500000.0,29700000.0,96200000.0,Action,Crime,Drama
530,The Favourite,2018,119.0,"Biography,Drama,History",7.6,116011,34400000.0,61600000.0,96000000.0,Biography,Drama,History
531,Think Like A Man,2012,122.0,"Comedy,Romance",6.6,41043,91500000.0,4500000.0,96000000.0,Comedy,Romance,
532,The Rite,2011,114.0,"Drama,Horror,Mystery",6.0,85604,33000000.0,63000000.0,96000000.0,Drama,Horror,Mystery
533,Dolphin Tale,2011,113.0,"Drama,Family",6.9,20746,72300000.0,23100000.0,95400000.0,Drama,Family,
534,The Mortal Instruments: City Of Bones,2013,130.0,"Action,Fantasy,Horror",5.9,121936,31200000.0,64200000.0,95400000.0,Action,Fantasy,Horror
535,Truth Or Dare,2018,100.0,"Horror,Thriller",5.2,33621,41400000.0,53900000.0,95300000.0,Horror,Thriller,
536,Green Zone,2010,115.0,"Action,Drama,Thriller",6.8,122132,35100000.0,59800000.0,94900000.0,Action,Drama,Thriller
537,I Feel Pretty,2018,110.0,"Comedy,Romance",5.4,39936,48800000.0,45700000.0,94500000.0,Comedy,Romance,
538,Dirty Grandpa,2016,102.0,Comedy,5.9,101393,35600000.0,58500000.0,94100000.0,Comedy,,
539,Blockers,2018,102.0,Comedy,6.2,57142,60300000.0,33700000.0,94000000.0,Comedy,,
540,In The Heart Of The Sea,2015,122.0,"Action,Adventure,Biography",6.9,108628,25000000.0,68900000.0,93900000.0,Action,Adventure,Biography
541,The Internship,2013,119.0,Comedy,6.3,179817,44700000.0,48800000.0,93500000.0,Comedy,,
542,Blackkklansman,2018,135.0,"Biography,Crime,Drama",7.5,149005,49300000.0,44000000.0,93300000.0,Biography,Crime,Drama
543,Money Monster,2016,98.0,"Crime,Drama,Thriller",6.5,86607,41000000.0,52300000.0,93300000.0,Crime,Drama,Thriller
544,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family",5.6,11459,46700000.0,46600000.0,93300000.0,Adventure,Comedy,Family
545,Nanny Mcphee Returns,2010,109.0,"Comedy,Family,Fantasy",6.1,25048,29000000.0,64200000.0,93200000.0,Comedy,Family,Fantasy
546,Southpaw,2015,124.0,"Drama,Sport",7.4,199783,52400000.0,39500000.0,91900000.0,Drama,Sport,
547,Season Of The Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777,24800000.0,66800000.0,91600000.0,Action,Adventure,Fantasy
548,Get Him To The Greek,2010,109.0,"Adventure,Comedy,Music",6.4,161653,61000000.0,30300000.0,91300000.0,Adventure,Comedy,Music
549,Paranormal Activity: The Marked Ones,2014,84.0,"Horror,Mystery,Thriller",5.0,37147,32500000.0,58400000.0,90900000.0,Horror,Mystery,Thriller
550,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy",5.1,8030,43200000.0,47100000.0,90300000.0,Adventure,Animation,Comedy
551,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",6.1,218371,36400000.0,53400000.0,89800000.0,Action,Adventure,Fantasy
552,Burlesque,2010,119.0,"Drama,Music,Musical",6.4,71021,39400000.0,50100000.0,89500000.0,Drama,Music,Musical
553,The Purge,2013,85.0,"Horror,Thriller",5.7,183549,64500000.0,24900000.0,89400000.0,Horror,Thriller,
554,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",5.5,102369,37700000.0,51500000.0,89200000.0,Fantasy,Horror,Mystery
555,The Last Song,2010,107.0,"Drama,Music,Romance",6.0,74914,63000000.0,26100000.0,89100000.0,Drama,Music,Romance
556,My Big Fat Greek Wedding 2,2016,94.0,"Comedy,Romance",6.0,25933,59700000.0,29200000.0,88900000.0,Comedy,Romance,
557,The Hundred-Foot Journey,2014,122.0,"Comedy,Drama",7.3,69562,54200000.0,34600000.0,88800000.0,Comedy,Drama,
558,John Wick,2014,101.0,"Action,Crime,Thriller",7.4,449942,43000000.0,45700000.0,88700000.0,Action,Crime,Thriller
559,Collateral Beauty,2016,97.0,"Drama,Romance",6.8,78764,31000000.0,57500000.0,88500000.0,Drama,Romance,
560,Deliver Us From Evil,2014,118.0,"Horror,Mystery,Thriller",6.2,63793,30600000.0,57400000.0,88000000.0,Horror,Mystery,Thriller
561,This Is 40,2012,134.0,"Comedy,Romance",6.2,118862,67500000.0,20500000.0,88000000.0,Comedy,Romance,
562,Dhoom 3,2013,172.0,"Action,Thriller",5.4,40466,8000000.0,80000000.0,88000000.0,Action,Thriller,
563,Train To Busan,2016,118.0,"Action,Horror,Thriller",7.5,109448,2100000.0,85400000.0,87500000.0,Action,Horror,Thriller
564,Tiger Zinda Hai,2017,161.0,"Action,Adventure,Thriller",6.1,18928,5600000.0,81800000.0,87400000.0,Action,Adventure,Thriller
565,Sultan,2016,170.0,"Action,Drama,Sport",7.1,33371,6200000.0,81100000.0,87300000.0,Action,Drama,Sport
566,A Million Ways To Die In The West,2014,116.0,"Comedy,Western",6.1,160534,43100000.0,44100000.0,87200000.0,Comedy,Western,
567,About Time,2013,123.0,"Comedy,Drama,Fantasy",7.8,263136,15300000.0,71800000.0,87100000.0,Comedy,Drama,Fantasy
568,Dinner For Schmucks,2010,114.0,Comedy,5.9,91546,73000000.0,13800000.0,86800000.0,Comedy,,
569,Step Up All In,2014,112.0,"Drama,Music,Romance",6.0,30420,14900000.0,71300000.0,86200000.0,Drama,Music,Romance
570,War Dogs,2016,114.0,"Comedy,Crime,Drama",7.1,154029,43000000.0,43200000.0,86200000.0,Comedy,Crime,Drama
571,The Second Best Exotic Marigold Hotel,2015,122.0,"Comedy,Drama",6.6,28931,33100000.0,52900000.0,86000000.0,Comedy,Drama,
572,Paper Towns,2015,109.0,"Comedy,Drama,Mystery",6.3,87742,32000000.0,53500000.0,85500000.0,Comedy,Drama,Mystery
573,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649,49100000.0,36300000.0,85400000.0,Horror,Mystery,Thriller
574,Nerve,2016,96.0,"Action,Adventure,Crime",6.5,102782,38600000.0,46700000.0,85300000.0,Action,Adventure,Crime
575,J. Edgar,2011,137.0,"Biography,Crime,Drama",6.6,115925,37300000.0,47600000.0,84900000.0,Biography,Crime,Drama
576,Sicario,2015,121.0,"Action,Crime,Drama",7.6,328548,46900000.0,38000000.0,84900000.0,Action,Crime,Drama
577,The Judge,2014,141.0,"Crime,Drama",7.4,162952,47100000.0,37300000.0,84400000.0,Crime,Drama,
578,What To Expect When You'Re Expecting,2012,110.0,"Comedy,Drama,Romance",5.7,65890,41200000.0,43200000.0,84400000.0,Comedy,Drama,Romance
579,Mortal Engines,2018,128.0,"Action,Adventure,Fantasy",6.1,70193,16000000.0,67700000.0,83700000.0,Action,Adventure,Fantasy
580,Marmaduke,2010,87.0,"Comedy,Family",4.2,13283,33600000.0,50100000.0,83700000.0,Comedy,Family,
581,The Thieves,2012,135.0,"Action,Comedy,Crime",6.8,8044,686000.0,82800000.0,83486000.0,Action,Comedy,Crime
582,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775,45100000.0,38100000.0,83200000.0,Comedy,Romance,
583,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327,25000000.0,58200000.0,83200000.0,Comedy,Horror,
584,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151,27800000.0,55300000.0,83100000.0,Drama,Horror,Mystery
585,How Long Will I Love U,2018,101.0,Romance,6.5,607,747000.0,82100000.0,82847000.0,Romance,,
586,"Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",4.4,23520,37900000.0,44800000.0,82700000.0,Action,Comedy,Crime
587,Hitman: Agent 47,2015,96.0,"Action,Adventure,Crime",5.7,80510,22500000.0,59900000.0,82400000.0,Action,Adventure,Crime
588,Abduction,2011,106.0,"Action,Mystery,Thriller",5.1,72552,28100000.0,54000000.0,82100000.0,Action,Mystery,Thriller
589,Abduction,2011,84.0,"Horror,Thriller",5.2,10,28100000.0,54000000.0,82100000.0,Horror,Thriller,
590,Ouija: Origin Of Evil,2016,99.0,"Drama,Horror,Mystery",6.1,47099,35100000.0,46600000.0,81700000.0,Drama,Horror,Mystery
591,A Taxi Driver,2017,137.0,"Action,Drama,History",7.8,9301,1500000.0,80100000.0,81600000.0,Action,Drama,History
592,Frankenweenie,2012,87.0,"Animation,Comedy,Family",7.0,89489,35300000.0,46200000.0,81500000.0,Animation,Comedy,Family
593,Act Of Valor,2012,110.0,"Action,Adventure,Drama",6.5,63787,70000000.0,11300000.0,81300000.0,Action,Adventure,Drama
594,Edge Of Darkness,2010,117.0,"Crime,Drama,Mystery",6.6,84753,43300000.0,37800000.0,81100000.0,Crime,Drama,Mystery
595,Vampires Suck,2010,82.0,Comedy,3.4,43984,36700000.0,43900000.0,80600000.0,Comedy,,
596,Den Of Thieves,2018,140.0,"Action,Crime,Drama",7.0,69648,44900000.0,35600000.0,80500000.0,Action,Crime,Drama
597,Muppets Most Wanted,2014,107.0,"Adventure,Comedy,Crime",6.4,29018,51200000.0,29200000.0,80400000.0,Adventure,Comedy,Crime
598,The Wedding Ringer,2015,101.0,Comedy,6.7,66893,64500000.0,15300000.0,79800000.0,Comedy,,
599,Hereditary,2018,127.0,"Drama,Horror,Mystery",7.3,151571,44100000.0,35300000.0,79400000.0,Drama,Horror,Mystery
600,Letters To Juliet,2010,105.0,"Adventure,Comedy,Drama",6.6,86137,53000000.0,26100000.0,79100000.0,Adventure,Comedy,Drama
601,Lady Bird,2017,94.0,"Comedy,Drama",7.4,177677,49000000.0,30000000.0,79000000.0,Comedy,Drama,
602,Manchester By The Sea,2016,137.0,Drama,7.8,214557,47700000.0,31300000.0,79000000.0,Drama,,
603,Paranormal Activity: The Ghost Dimension,2015,88.0,"Horror,Mystery,Thriller",4.6,22361,18300000.0,60600000.0,78900000.0,Horror,Mystery,Thriller
604,If I Stay,2014,107.0,"Drama,Fantasy,Music",6.8,107625,50500000.0,28400000.0,78900000.0,Drama,Fantasy,Music
605,The Boss,2016,99.0,Comedy,5.4,39096,63300000.0,15600000.0,78900000.0,Comedy,,
606,Scary Movie 5,2013,86.0,Comedy,3.5,60139,32000000.0,46400000.0,78400000.0,Comedy,,
607,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,109078,33600000.0,44700000.0,78300000.0,Action,Adventure,Comedy
608,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320,29100000.0,49200000.0,78300000.0,Action,Adventure,Fantasy
609,Tag,2018,100.0,Comedy,6.5,85186,54700000.0,23400000.0,78100000.0,Comedy,,
610,Shin Godzilla,2016,120.0,"Action,Adventure,Drama",6.7,18051,1900000.0,76000000.0,77900000.0,Action,Adventure,Drama
611,Tiny Times,2013,116.0,"Drama,Romance",3.0,2028,23500.0,77700000.0,77723500.0,Drama,Romance,
612,Sinister,2012,110.0,"Horror,Mystery,Thriller",6.8,198345,48100000.0,29600000.0,77700000.0,Horror,Mystery,Thriller
613,The Back-Up Plan,2010,104.0,"Comedy,Romance",5.4,46128,37500000.0,40000000.0,77500000.0,Comedy,Romance,
614,Diary Of A Wimpy Kid: Dog Days,2012,94.0,"Comedy,Family",6.3,19571,49000000.0,28100000.0,77100000.0,Comedy,Family,
615,Mike And Dave Need Wedding Dates,2016,98.0,"Adventure,Comedy,Romance",6.0,74849,46000000.0,31100000.0,77100000.0,Adventure,Comedy,Romance
616,The Book Thief,2013,131.0,"Drama,War",7.6,119023,21500000.0,55100000.0,76600000.0,Drama,War,
617,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254,29100000.0,47000000.0,76100000.0,Action,Crime,Thriller
618,Vice,2018,132.0,"Biography,Comedy,Drama",7.2,72855,47800000.0,28200000.0,76000000.0,Biography,Comedy,Drama
619,The Ides Of March,2011,101.0,"Drama,Thriller",7.1,207417,41000000.0,35000000.0,76000000.0,Drama,Thriller,
620,Widows,2018,129.0,"Crime,Drama,Thriller",7.0,61615,42400000.0,33600000.0,76000000.0,Crime,Drama,Thriller
621,Sicario: Day Of The Soldado,2018,122.0,"Action,Crime,Drama",7.1,95650,50100000.0,25800000.0,75900000.0,Action,Crime,Drama
622,Diary Of A Wimpy Kid,2010,94.0,"Comedy,Drama,Family",6.2,38640,64000000.0,11700000.0,75700000.0,Comedy,Drama,Family
623,The Change-Up,2011,112.0,"Comedy,Fantasy",6.3,155374,37100000.0,38400000.0,75500000.0,Comedy,Fantasy,
624,The Spy Who Dumped Me,2018,117.0,"Action,Adventure,Comedy",6.0,47869,33600000.0,41800000.0,75400000.0,Action,Adventure,Comedy
625,Searching,2018,102.0,"Drama,Mystery,Thriller",7.7,97991,26000000.0,49400000.0,75400000.0,Drama,Mystery,Thriller
626,Easy A,2010,92.0,"Comedy,Drama,Romance",7.1,330125,58400000.0,16600000.0,75000000.0,Comedy,Drama,Romance
627,The Lincoln Lawyer,2011,118.0,"Crime,Drama,Thriller",7.3,196109,58000000.0,17000000.0,75000000.0,Crime,Drama,Thriller
628,Boo! A Madea Halloween,2016,103.0,"Comedy,Drama,Horror",4.6,6867,73200000.0,1600000.0,74800000.0,Comedy,Drama,Horror
629,Crimson Peak,2015,119.0,"Drama,Fantasy,Horror",6.5,119287,31100000.0,43600000.0,74700000.0,Drama,Fantasy,Horror
630,Escape From Planet Earth,2013,89.0,"Adventure,Animation,Comedy",5.9,23298,57000000.0,17600000.0,74600000.0,Adventure,Animation,Comedy
631,August: Osage County,2013,121.0,"Comedy,Drama",7.2,79383,37700000.0,36500000.0,74200000.0,Comedy,Drama,
632,Miracles From Heaven,2016,109.0,"Biography,Drama,Family",7.1,17734,61700000.0,12200000.0,73900000.0,Biography,Drama,Family
633,To Rome With Love,2012,112.0,"Comedy,Music,Romance",6.3,79381,16700000.0,56600000.0,73300000.0,Comedy,Music,Romance
634,Here Comes The Boom,2012,105.0,"Action,Comedy,Sport",6.4,81761,45300000.0,27800000.0,73100000.0,Action,Comedy,Sport
